pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2775	ある人が調理用のオイルの鍋をきれいに洗っている	ある人がオリーブオイルをストーブの上の鍋に注ぎ込んでいる	2.5	neutral
2776	ある人がオリーブで作られたオイルをストーブの上の鍋に注ぎ込んでいる	ある人が調理用のオイルを鍋に注ぎ込んでいる	4.0	neutral
2777	オリーブオイルをストーブの上の鍋に注ぎ込んでいる人は一人もいない	ある人が調理用のオイルを鍋に注ぎ込んでいる	3.0	neutral
2778	ある人が調理用のオイルを鍋に注ぎ込んでいる	ある人がオリーブオイルを鍋からストーブに注ぎ込んでいる	3.0	neutral
2779	ある人がオリーブオイルをストーブの上の鍋に注ぎ込んでいる	ある人が調理用のオイルを鍋に注ぎ込んでいる	3.5	neutral
2783	女性はその犬を散歩させていない	女性はその犬を散歩させている	4.0	contradiction
2784	女性が街路でその犬を散歩させている	犬はその女性に散歩させられている	4.0	entailment
2787	女性はその犬を散歩させている	女性がその犬を抑えている	2.5	neutral
2788	女性が街路でその犬を散歩させている	女性はその犬を散歩させている	4.0	entailment
2789	モルモットがニンジンをむさぼり食べている	モルモットがニンジンを食べている	4.0	entailment
2792	小さなモルモットが床の上の一切れのニンジンをかじりながら食べている	床の上の一切れのニンジンをかじりながら食べている小さなモルモットは一匹もいない	4.0	contradiction
2797	小さなモルモットが床の上の一切れのニンジンをかじりながら食べている	モルモットがニンジンを食べている	3.5	entailment
2799	男性がニンジンをナイフで薄切りにしている	男性がニンジンを片付けている	3.0	neutral
2800	女性はタマネギを薄切りにしている	タマネギがその女性に薄切りにされている	5.0	entailment
2802	タマネギがその女性に薄切りにされている	男性がニンジンをナイフで薄切りにしている	3.0	neutral
2803	男性がニンジンをナイフで薄切りにしている	女性はタマネギを薄切りにしていない	3.0	neutral
2807	飛行機は着陸している	飛行機が着陸している	5.0	entailment
2809	漫画の航空機が着陸している	アニメの航空機が着陸している	3.5	neutral
2811	漫画の航空機が着陸している	飛行機が着陸している	3.5	neutral
2813	アニメの航空機が着陸している	飛行機は着陸している	3.5	neutral
2815	アニメの航空機が着陸している	飛行機が着陸している	3.5	neutral
2817	女性がフライパンで卵を調理している	フライパンで卵を調理している女性は一人もいない	4.0	contradiction
2818	女性が卵用のフライパンを用意している	女性がフライパンで卵を調理している	2.5	neutral
2821	女性が混合物を慎重にボウルに注ぎ込んでいて、それをかき混ぜている	女性がフライパンで卵を調理している	2.5	neutral
2827	女の子はまぶたの上にアイペンシルを使っている	女の子はまぶたの上に目のためのペンシルを使っている	4.5	entailment
2828	女の子はまぶたの上にアイペンシルを使っている	女の子はまぶたの上にアイペンシルを使っていない	4.0	contradiction
2837	ピアノを弾いている女の子は一人もいない	女の子がピアノを弾いている	4.0	contradiction
2838	女の子は小さくて、ステージでグランドピアノを弾いている	小さな女の子がステージでグランドピアノを弾いている	5.0	entailment
2839	小さな女の子がステージでグランドピアノを弾いている	小さい女の子がステージから歩き去っている	2.5	contradiction
2844	小さな女の子がステージでグランドピアノを弾いている	女の子がピアノを弾いている	3.5	entailment
2845	女性は卵を料理している	女性が卵を料理している	5.0	entailment
2850	女性は何かを料理していない	女性が卵を料理している	3.5	contradiction
2851	女性は卵を料理している	女性は何かを料理している	3.5	entailment
2853	女性が卵を料理している	女性は何かを料理している	3.5	entailment
2854	何匹かの猫たちがお互いと遊んでいる	猫たちはお互いと遊んでいる	4.0	entailment
2856	二匹の猫がじゃれあうようにお互いと喧嘩をしている	二匹の猫がお互いと喧嘩をしている	4.0	entailment
2857	二匹の猫が一緒に寝そべっている	二匹の猫がお互いと喧嘩をしている	2.5	neutral
2860	何匹かの猫たちがお互いと遊んでいる	二匹の猫がお互いと喧嘩をしている	2.5	neutral
2861	猫たちはお互いと遊んでいない	二匹の猫がお互いと喧嘩をしている	2.5	neutral
2862	二匹の猫がお互いと喧嘩をしている	猫たちはお互いと遊んでいる	2.5	neutral
2863	二台のバイクが二人の人に乗られている	二人の人が一台のバイクに乗っている	3.5	neutral
2864	誰もバイクに乗っていない	二人の人が一台のバイクに乗っている	4.0	contradiction
2865	二人の人がオートバイに乗っている	二人の人がオートバイを運転している	3.5	neutral
2867	二人の人が一台のバイクに乗っている	二人の人がオートバイを運転している	3.0	neutral
2868	二人の人がオートバイに跨がって止まっている	二人の人が一台のバイクに乗っている	2.5	neutral
2870	二人の人がオートバイに乗っている	誰もバイクに乗っていない	4.0	contradiction
2874	男性は機械の雄牛に乗っている	男性は機械仕掛けの雄牛に乗っている	3.5	entailment
2875	男性は機械の雄牛に乗っていない	男性は機械の雄牛に乗っている	4.0	contradiction
2879	機械の雄牛に乗っている人は一人もいない	男性は機械の雄牛に乗っている	4.0	contradiction
2881	女性が上手にフルートを吹いている	女性がフルートを吹いている	4.0	entailment
2883	女性はフルートを吹いている	フルートはその女性に吹かれている	5.0	entailment
2890	男性はバーベルを上げている	男性がバーベルを上げている	5.0	entailment
2891	男性はバーベルを上げている	男性はバーベルを下げている	4.0	contradiction
2894	男性はバーベルを上げている	重いものがその男性に上げられている	3.0	neutral
2896	男性がバーベルを上げている	男性は重いものを上げている	3.0	neutral
2899	男性が木を斧で切り倒している	ある人が木を斧で切り倒している	4.0	entailment
2900	男性が木を斧で切り倒している	ある人が木を植えている	2.0	neutral
2903	木が男性に斧で切り倒されている	男性が木を斧で切り倒している	4.5	entailment
2905	男性が木を斧で切っている	ある人が木を斧で切り倒している	3.5	neutral
2907	男性が木を斧で切っている	男性が木を斧で切り倒している	3.5	neutral
2908	女の子が顔に化粧をしている	女の子は顔に化粧をしている	5.0	entailment
2909	女の子が顔に化粧をしている	顔に化粧をしている女の子は一人もいない	4.0	contradiction
2910	婦人が化粧をしている	女性が化粧をしている	4.0	entailment
2913	女の子が顔に化粧をしている	化粧をしている女性は一人もいない	3.5	contradiction
2915	顔に化粧をしている女の子は一人もいない	女性が化粧をしている	3.5	neutral
2916	女の子が顔に化粧をしている	女性が化粧をしている	4.0	neutral
2917	鹿の群れが街路を横切っている	鹿の一群が街路を横切っている	4.5	entailment
2918	鹿の群れが街路を横切っている	鹿の群れが街路で立ち止まっている	2.5	contradiction
2919	カリブーの群れは道路を急いで横切っている	カリブーの群れは道路を横切っている	4.0	entailment
2920	カリブーの群れは道路を横切っている	カリブーの群れは道路を横切っていない	4.0	contradiction
2924	カリブーの群れは道路を横切っている	鹿の群れが街路で立ち止まっている	2.0	neutral
2926	女性がタマネギを薄切りにしている	タマネギが女性に薄切りにされている	4.5	entailment
2927	タマネギを薄切りにしている女性は一人もいない	女性がタマネギを薄切りにしている	4.0	contradiction
2930	女性はニンジンをさいの目に切っている	女性がタマネギを薄切りにしている	3.0	neutral
2933	女性はニンジンを切っている	タマネギを薄切りにしている女性は一人もいない	2.5	neutral
2935	二人の男性が家畜囲いの中で喧嘩をしている	二人の男性が家畜の囲いの中で喧嘩をしている	5.0	entailment
2937	二人の男性が牛の牧草地で喧嘩をしている	二人の男性が牛のための牧草地で喧嘩をしている	5.0	entailment
2938	二人の男性が牛の牧草地で喧嘩をしている	誰も牛の牧草地で喧嘩をしていない	4.0	contradiction
2939	二人の男性が牛の牧草地で喧嘩をしている	二頭の牛が牧草地で男性のそばで喧嘩をしている	2.5	neutral
2941	二人の男性が家畜囲いの中で喧嘩をしている	誰も牛の牧草地で喧嘩をしていない	3.0	neutral
2943	二人の男性が牛の牧草地で喧嘩をしている	二人の男性が家畜の囲いの中で喧嘩をしている	3.0	neutral
2945	二人の男性が牛の牧草地で喧嘩をしている	二人の男性が家畜囲いの中で喧嘩をしている	3.0	neutral
2951	ペンシルでアイシャドウを塗っている女性は一人もいない	女性がまぶたに化粧品をつけている	3.0	neutral
2952	女性はペンシルでアイシャドウを塗っている	女性がまぶたに化粧品を塗っている	3.5	neutral
2955	男性がバナナを食べている	バナナが男性に食べられている	5.0	entailment
2957	男性は木のそばでぼんやりとバナナを食べている	男性は木のそばでバナナを食べている	4.0	entailment
2958	男性は木のそばでバナナを食べていない	男性は木のそばでバナナを食べている	4.0	contradiction
2959	男性は木のそばでぼんやりとバナナを食べている	男性がバナナを食べている	4.0	entailment
2960	男性がバナナを食べている	男性は木のそばでバナナを食べていない	3.5	neutral
2961	男性は木のそばでバナナを食べている	バナナが男性に食べられている	4.0	entailment
2964	大きな緑色のボールがジャガイモにぶつかっている	ボールは緑色で大きくて、ジャガイモにぶつかっている	5.0	entailment
2966	大きなジャガイモが緑色のボールにぶつかっている	大きな緑色のボールがジャガイモにぶつかっている	3.0	neutral
2969	大きな緑色をしたボールがジャガイモに当たっている	大きな緑色のボールがジャガイモにぶつかっている	4.0	entailment
2970	大きな緑色のボールがジャガイモにぶつかっている	大きな緑色のボールがジャガイモに当たり損なっている	3.5	contradiction
2971	ボールは緑色で大きくて、ジャガイモにぶつかっている	大きな緑色のボールがジャガイモに当たっている	4.0	entailment
2974	大きな緑色のボールがジャガイモに当たっている	大きな緑色のボールがジャガイモにぶつかっている	4.0	entailment
2976	様々なチームがフィールドでフットボールをしている	様々なチームがフィールドで休息している	2.5	contradiction
2977	様々なチームがフィールドでフットボールをしている	様々なフットボール選手がフィールドでチームを組んでいる	2.5	neutral
2980	二つのチームが熱中してサッカーをしている	様々なチームがフィールドでフットボールをしている	3.0	neutral
2981	様々なチームがフィールドでフットボールをしている	サッカーをしているチームは一つもない	3.5	contradiction
2983	二つのチームがサッカーをしている	様々なチームがフィールドで休息している	2.5	neutral
2984	二つのチームがサッカーをしている	様々なフットボール選手がフィールドでチームを組んでいる	2.5	neutral
2988	男の子が部屋の中で心地よく座っていて、ランプのそばでピアノを弾いている	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	4.0	entailment
2989	男の子が部屋の中でランプの光のそばに立っている	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	2.5	neutral
2992	男の子がそのキーボードを練習している	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	3.0	neutral
2994	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	男の子がキーボードを弾いている	3.0	neutral
2997	女性がエレキギターを弾いている	女性がエレクトリックのギターを弾いている	4.0	entailment
2998	エレキギターを弾いている女性は一人もいない	女性がエレキギターを弾いている	4.0	contradiction
3005	マイクのところに立っていて歌っているスーツを着た男性は一人もいない	スーツを着た男性がマイクのところに立っていて、歌っている	4.0	contradiction
3007	ステージの上の男性はマイクに向かって歌っている	ステージの上の男性はマイクに向かって歌っていない	4.0	contradiction
3010	ステージの上の男性はマイクに向かって歌っていない	スーツを着た男性がマイクのところに立っていて、歌っている	3.0	neutral
3014	スーツを着た男性がマイクのところに立っていて、歌っている	ステージの上の男性はマイクに向かって歌っている	3.0	neutral
3015	何人かのティーンエイジャーの女の子たちがカメラに向かってダンスをしている	何人かの十代の女の子たちがカメラに向かってダンスをしている	5.0	entailment
3016	何人かのティーンエイジャーの女の子たちがカメラに向かってダンスをしている	何人かのティーンエイジャーの女の子たちがカメラの前でじっと立っている	2.5	contradiction
3018	三人のティーンエイジャーの女の子たちが部屋の中でダンスをしている	三人のティーンエイジャーの女の子たちが部屋の中でダラダラと過ごしている	2.5	contradiction
3019	三人の若い女の子たちが部屋の中でダンスをしている	何人かのティーンエイジャーの女の子たちがカメラに向かってダンスをしている	3.0	neutral
3022	三人のティーンエイジャーの女の子たちが部屋の中でダンスをしている	何人かのティーンエイジャーの女の子たちがカメラの前でじっと立っている	2.0	neutral
3024	数人の子供たちがトランポリンの上で跳ねている	何人かの子供たちがトランポリンの上で跳ねている	5.0	entailment
3027	二人の男の子がトランポリンの上で遊んでいる	誰もトランポリンの上で遊んでいない	4.0	contradiction
3031	何人かの子供たちがトランポリンから跳び下りている	二人の男の子がトランポリンの上で遊んでいる	3.0	neutral
3038	その犬はプラスチックの容器で遊んでいる	その子犬はプラスチックの容器で遊んでいない	3.0	neutral
3039	その子犬はプラスチックの容器で遊んでいる	その犬はプラスチックの容器で遊んでいる	4.0	entailment
3041	その子犬はプラスチックの容器で遊んでいる	その犬はプラスチックの容器で遊んでいる	4.0	entailment
3042	男性が運動競技のように壁を跳び越えている	男性が壁を跳び越えている	4.0	entailment
3043	男性が壁を跳び越えている	男性が壁の前に立っている	2.5	contradiction
3046	男性が壁を跳び越えている	男性が低い壁の上に跳び乗っている	4.0	neutral
3047	男性が低い壁から跳び下りている	男性が壁を跳び越えている	2.5	contradiction
3049	男性が低い壁の上に跳び乗っている	男性が壁の前に立っている	2.5	contradiction
3050	男性が低い壁の上に跳び乗っている	男性が壁を跳び越えている	3.0	contradiction
3054	男性がフライパンにオイルを注ぎ込んでいる	男性がオイルをフライパンから取り出している	3.0	contradiction
3059	男性が鍋にオイルを注ぎ込んでいる	男性がフライパンにオイルを注ぎ込んでいる	3.5	neutral
3062	男性が、横に座っていて車を運転している女性に話しかけている	女性が車を運転していて、横に座っている男性に話しかけている	3.5	neutral
3065	女性が車を運転していて、横に座っている男性に話しかけている	その女性とその男性は自動車で旅行をしている	2.5	neutral
3068	車を運転していて横に座っている男性に話しかけている女性は一人もいない	その女性とその男性は車で旅行をしている	2.5	neutral
3069	男性が、横に座っていて車を運転している女性に話しかけている	その女性とその男性は車で旅行をしている	2.5	neutral
3071	その人は猫にブラシをかけている	ある人が猫にブラシをかけている	5.0	entailment
3072	ある人が猫にブラシをかけている	誰も猫にブラシをかけていない	4.0	contradiction
3073	ある人が猫の毛を櫛でとかしている	猫の毛がある人に櫛でとかされている	5.0	entailment
3079	ある人が猫にブラシをかけている	ある人が猫の毛を櫛でとかしている	3.5	entailment
3081	女性がブロッコリーを刻んでいる	女性がブロッコリーを貯蔵している	2.5	neutral
3085	女性がブロッコリーを刻んでいる	女性はニンニクを刻んでいない	2.5	neutral
3091	三人の男性がダンスをしている	数人の男性がダンスをしている	4.0	entailment
3092	三人の男性がダンスをしている	男性たちはダンスをしていない	4.0	contradiction
3094	何人かの女性がダンスをしている	男性たちはダンスをしていない	3.0	neutral
3097	三人の男性がダンスをしている	何人かの女性がダンスをしている	3.5	neutral
3100	男性が座っているギター奏者をまごつかせている	男性が床の上に座っていてギターを弾いている	2.5	neutral
3102	男性が部屋をゆっくり歩き回っている	男性が部屋の中の床の上に座っていてギターをかき鳴らしている	2.0	neutral
3110	いくらかの食物を食べている男性は一人もいない	男性がいくらかの食物を食べている	4.0	contradiction
3111	男性は食事をしている	その人は食事をしている	4.0	entailment
3114	男性がいくらかの食物を食べている	男性は断食をしている	3.0	contradiction
3121	アイペンシルを使っていてまぶたにアイライナーを塗っている女性は一人もいない	女性がアイペンシルを使っていて、まぶたにアイライナーを塗っている	4.0	contradiction
3126	女性がアイペンシルを使っていて、まぶたにアイライナーを塗っている	女性がまぶたに化粧品を塗っている	3.0	entailment
3129	赤ちゃんがくしゃみをしていて別の赤ちゃんを脅えさせている	赤ちゃんがくしゃみをしていて別の赤ちゃんを怖がらせている	4.0	entailment
3130	赤ちゃんがくしゃみをしていて別の赤ちゃんを脅えさせている	赤ちゃんが別の赤ちゃんを喜ばせている	2.5	neutral
3132	赤ちゃんが嬉しそうに這っている	赤ちゃんが別の赤ちゃんを喜ばせている	2.5	neutral
3134	赤ちゃんが座っている	赤ちゃんがくしゃみをしていて別の赤ちゃんを脅えさせている	2.0	neutral
3140	猿は武術を練習をしていない	猿は武術を練習している	4.0	contradiction
3150	男性がサッカーボールで芸をしている	男性がサッカーボールから走り去っている	2.0	neutral
3153	男性がサッカーボールで芸をしている	男性がサッカーボールを力強く蹴っている	2.5	neutral
3156	男性が箱を切っている	箱が男性に切られている	5.0	entailment
3157	男性が箱を切っている	箱を切っている男性は一人もいない	4.0	contradiction
3158	男性は箱の上のテープを切っている	男性が箱の上のテープを切っている	5.0	entailment
3161	男性が箱の上のテープを切っている	男性が箱を切っている	3.0	neutral
3162	男性は箱の上のテープを切っていない	男性が箱を切っている	2.5	neutral
3164	箱が男性に切られている	男性は箱の上のテープを切っている	3.0	neutral
3165	男性は箱の上のテープを切っている	箱を切っている男性は一人もいない	2.5	neutral
3166	男性が箱を切っている	男性は箱の上のテープを切っている	3.0	neutral
3170	管楽器を演奏している幼い男の子は一人もいない	幼い男の子が管楽器を演奏している	4.0	contradiction
3182	男性が森の中でゆっくりとトレッキングをしている	男性は森の中でハイキングをしている	3.5	neutral
3186	男性がトマトを薄切りにしている	トマトを薄切りにしている男性は一人もいない	4.0	contradiction
3187	女性がニンジンを薄切りにしている	女性がニンジンを切っている	4.0	entailment
3188	女性がニンジンを片付けている	女性がニンジンを薄切りにしている	2.5	neutral
3192	女性がニンジンを薄切りにしている	トマトを薄切りにしている男性は一人もいない	2.0	neutral
3200	女性はボウルの中の肉をかき混ぜている	婦人がボウルの中の肉の混合物を混ぜ合わせている	3.5	neutral
3201	女性はボウルの中の肉をかき混ぜている	ボウルの中の肉混合物を混ぜ合わせている婦人は一人もいない	3.0	neutral
3202	婦人がボウルの中の肉混合物を混ぜ合わせている	女性はボウルの中の肉をかき混ぜている	4.0	neutral
3203	レモンが女性に搾られている	女性がレモンを搾っている	5.0	entailment
3208	レモンから果汁を搾り出している女性は一人もいない	女性がレモンを搾っている	3.5	contradiction
3213	子猫が飽きてきている	子猫が青いロープのおもちゃで遊んでいる	2.0	neutral
3214	小さい猫はおもちゃで遊んでいる	子猫はおもちゃで遊んでいる	4.0	neutral
3217	子猫が青いロープのおもちゃで遊んでいる	子猫はおもちゃで遊んでいない	3.5	contradiction
3218	子猫が青いロープで作られたおもちゃで遊んでいる	子猫はおもちゃで遊んでいる	4.0	entailment
3221	男の子が怖そうに橋を歩いて渡っている	男の子が橋を歩いて渡っている	4.0	entailment
3223	男性がロープの橋をゆっくり歩いて渡っている	男性がロープで作られた橋をゆっくり歩いて渡っている	4.5	entailment
3224	男性がロープの橋の上で立ち止まっている	男性がロープの橋をゆっくり歩いて渡っている	2.5	neutral
3227	男性がロープの橋をゆっくり歩いて渡っている	男の子が怖そうに橋を歩いて渡っている	3.5	neutral
3228	橋を歩いて渡っている男の子は一人もいない	男性がロープの橋をゆっくり歩いて渡っている	2.5	neutral
3230	男の子が釣り竿を垂らしていて魚の前を走っている	男の子が釣り用の竿を垂らしていて魚の前を走っている	5.0	entailment
3232	男の子が釣り糸から走り去っている	若い男性が釣り糸から走り去っている	3.5	neutral
3238	男の子が釣り糸から走り去っている	男の子が釣り竿を垂らしていて魚の前を走っている	2.5	neutral
3242	動物が一休みしている	動物がぐるぐる回りながら走っている	2.5	neutral
3243	リスがぐるぐる回りながら走っている	動物が疲れた様子でぐるぐる回りながら走っている	3.5	neutral
3248	女性が卵をゆでている	卵が女性にゆでられている	5.0	entailment
3252	女性が二つの卵を水の入った鍋に入れている	女性が卵をゆでている	2.5	neutral
3253	女性が二つの卵を水の入った鍋から取り出している	女性が卵をゆでている	2.5	neutral
3254	卵が女性にゆでられている	女性が二つの卵を水の入った鍋の中に置いている	2.5	neutral
3255	女性が二つの卵を水の入った鍋の中に置いている	女性が卵を乾かしている	1.5	neutral
3256	女性が二つの卵を水の入った鍋の中に置いている	女性が卵をゆでている	2.5	neutral
3257	男性がギターを弾いている	男性はギターを弾いている	5.0	entailment
3260	男性がギターを弾いている	男性がギターを落としている	2.5	contradiction
3261	男性がギターを弾いている	ギターが男性に弾かれている	5.0	entailment
3262	男性がギターを弾いている	男性がギターを落としている	2.5	contradiction
3264	男性がギターを弾いている	誰もギターを弾いていない	4.0	contradiction
3271	そのサッカー選手は誰かの脚の間にあるボールを蹴っていない	ある人が自分の足の間にあるサッカーボールを蹴っている	3.5	neutral
3272	そのサッカー選手は誰かの脚の間にあるボールを蹴っている	ある人が誰かの足の間にあるサッカーの試合用のボールを蹴っている	3.5	neutral
3273	誰かの足の間にあるサッカーボールを蹴っている人は一人もいない	そのサッカー選手は誰かの脚の間にあるボールを蹴っている	4.0	contradiction
3274	そのサッカー選手は誰かの脚の間にあるボールを蹴っている	ある人が自分の足の間にあるサッカーボールを蹴っている	3.5	neutral
3277	男の子は幼くて、海の波の中を走っている	幼い男の子は海の波の中を走っている	5.0	entailment
3278	幼い男の子は海の波の中を走っている	幼い男の子は海の波の中を走っていない	4.0	contradiction
3280	男の子は幼くて、海の波の中を走っている	子供が海の波に走って入ったり出たりしている	2.5	neutral
3281	子供が海の波に走って入ったり出たりしている	幼い男の子は海の波の中を走っていない	2.5	neutral
3283	幼い男の子は海の波の中を走っている	子供が海の波に走って入ったり出たりしている	2.5	neutral
3285	幼い男の子は海の波の中を走っている	子供が海の波に走って入ったり出たりしている	2.5	neutral
3286	女性がポークチョップに衣をつけている	料理人がポークチョップに衣をつけている	3.5	neutral
3287	女性がポークチョップに衣をつけている	ポークチョップに衣をつけている女性は一人もいない	4.0	contradiction
3288	女性がニンジンをすりおろしている	ニンジンが女性にすりおろされている	5.0	entailment
3294	女性がニンジンをすりおろしている	女性がポークチョップに衣をつけている	2.0	neutral
3298	その男性と女性は散歩している	その男性と女性は歩いている	4.0	entailment
3299	その男性と女性は歩いていない	その男性と女性は歩いている	4.0	contradiction
3303	一人の男性と一人の女性が森の中でじっと立っている	その男性と女性は歩いている	2.5	neutral
3304	男性が女性と一緒に歩いて森を通り抜けている	その男性と女性は歩いている	3.0	entailment
3311	南アフリカの飛行機が青い空を飛んでいない	飛行機が空を飛んでいる	2.5	neutral
3313	南アフリカの飛行機が青い空を飛んでいる	飛行機が地上に配置されている	2.0	neutral
3314	南アフリカの飛行機が青い空を飛んでいる	飛行機が空を飛んでいる	3.5	entailment
3316	パン粉のついたポークチョップを調理している女性は一人もいない	女性がパン粉のついたポークチョップを調理している	4.0	contradiction
3319	女性はいくつかのパンとポークカツを刻んでいる	女性はパン粉のついたポークチョップを油で炒めている	2.5	neutral
3321	女性がパン粉のついたポークチョップを調理している	女性はパン粉のついたポークチョップを油で炒めていない	3.0	neutral
3324	パン粉のついたポークチョップを調理している女性は一人もいない	女性はパン粉のついたポークチョップを油で炒めている	3.0	contradiction
3325	女性はパン粉のついたポークチョップを油で炒めている	女性がパン粉のついたポークチョップを調理している	3.0	entailment
3327	男性はパンを薄切りにしている	男性はパンを片付けている	2.5	neutral
3329	女性はハーブを薄切りにしている	女性はハーブを薄切りにしていない	4.0	contradiction
3330	男性はパンを薄切りにしている	女性がハーブを薄切りにしている	2.5	neutral
3332	パンがその男性に薄切りにされている	女性はハーブを薄切りにしている	2.5	neutral
3336	男性が屋根の上に立っている	男性が屋根の上でダンスをしている	2.5	neutral
3339	一流のバイオリン奏者が、ある人の上方の屋根の上に立っている	男性が屋上に立っていて、バイオリンを弾いている	2.5	neutral
3340	男性が屋根の上に立っていて、バイオリンを弾いている	男性が屋根の上でダンスをしている	2.5	neutral
3342	男性が屋根の上でダンスをしている	一流のバイオリン奏者が、ある人の上方の屋根の上に立っている	2.0	neutral
3344	男性が屋上に立っていて、バイオリンを弾いている	男性が屋根の上に立っている	3.0	neutral
3345	男性が屋根の上でダンスをしている	男性が屋上に立っていて、バイオリンを弾いている	2.5	neutral
3346	ある人が書いている	ある人がタイプしている	3.0	neutral
3347	タイプしている人は一人もいない	ある人がタイプしている	4.0	contradiction
3349	ある人がキーボードを片付けている	ある人がキーボードでタイプしている	2.5	contradiction
3351	ある人がタイプしている	ある人がキーボードを片付けている	2.0	neutral
3353	タイプしている人は一人もいない	ある人がキーボードでタイプしている	4.0	contradiction
3357	女性がジャガイモの皮をむいている	ジャガイモが女性に皮をむかれている	5.0	entailment
3358	女性がジャガイモの皮をむいている	女性がジャガイモを片付けている	2.5	neutral
3359	ジャガイモが女性に皮をむかれている	女性がジャガイモの皮をむいている	5.0	entailment
3362	女性がジャガイモの皮をむいている	ジャガイモの皮をむいている女性は一人もいない	4.0	contradiction
3366	ある人が動物をきれいに洗っている	ある人が動物を洗い清めている	4.0	entailment
3367	ある人が動物をきれいに洗っている	ある人が動物を汚している	2.5	contradiction
3368	女性がエビをきれいに洗っている	ある人が動物を洗い清めている	3.0	neutral
3369	ある人が動物を汚している	女性がエビをきれいに洗っている	1.5	neutral
3370	女性はエビをきれいに洗っている	ある人が動物をきれいに洗っている	3.0	neutral
3371	エビをきれいに洗っている女性は一人もいない	ある人が動物をきれいに洗っている	2.5	neutral
3372	女性がエビをきれいに洗っている	ある人が動物をきれいに洗っている	3.0	neutral
3374	水上スクーターに乗っている女性は一人もいない	女性が水上スクーターに乗っている	4.0	contradiction
3375	女性が水上スクーターに乗っている	女性が水場に向かってスクーターに乗っている	3.0	neutral
3376	男の子は速度を上げて三輪車に乗っている	男の子は三輪車に乗っている	4.0	entailment
3378	男の子は速度を上げて三輪車に乗っている	女性が水上スクーターに乗っている	2.5	neutral
3382	男の子は三輪車に乗っている	女性が水場に向かってスクーターに乗っている	2.5	neutral
3385	いくらかの竹を食べているジャイアントパンダは一頭もいない	ジャイアントパンダがいくらかの竹を食べている	4.0	contradiction
3386	一頭のジャイアントパンダが竹の茎を食べている	パンダは竹を食べている	3.5	neutral
3389	ジャイアントパンダがいくらかの竹を食べている	パンダは竹を食べていない	3.0	neutral
3395	女性はボウルの中の卵をかき混ぜている	婦人はボウルの中の卵をかき混ぜている	3.5	neutral
3396	女性はボウルの中の卵をかき混ぜている	女性はボウルの中の卵をかき混ぜていない	4.0	contradiction
3397	ある人が卵を割っている	婦人はボウルの中の卵をかき混ぜている	2.5	neutral
3400	誰も卵を割っていない	女性はボウルの中の卵をかき混ぜている	2.5	neutral
3405	ある人がトルティーヤを開いている	ある人がトルティーヤを折りたたんでいる	2.5	contradiction
3407	ある人がトルティーヤを開いている	男性がトルティーヤを折りたたんでいる	2.5	neutral
3411	男性は魚を捕まえている	男性が魚を捕まえている	5.0	entailment
3412	男性が魚を逃がしている	男性が魚を捕まえている	3.0	contradiction
3413	大きな魚が男性を捕まえている	男性が魚を捕まえている	2.5	neutral
3414	女性が慎重に魚の骨を抜いている	女性が魚の骨を抜いている	4.0	entailment
3416	女性が慎重に魚の骨を抜いている	男性が魚を捕まえている	2.0	neutral
3418	男性は魚を捕まえている	女性が魚の骨を抜いている	2.0	neutral
3422	男性がハープを弾いている	男性はハープを弾いている	5.0	entailment
3424	男性がハープを弾いている	男性がある劇についての話をくどくど繰り返している	2.0	neutral
3426	男性がバイオリンを梱包している	男性がバイオリンを弾いている	2.5	neutral
3427	男性がハープを弾いている	バイオリンが男性に弾かれている	3.0	neutral
3428	男性がバイオリンを梱包している	男性がハープを弾いている	1.5	neutral
3429	男性はハープを弾いている	男性がバイオリンを弾いている	3.0	neutral
3432	男性がバイオリンを弾いている	男性がハープを弾いている	3.0	neutral
3435	ある人がトレイの上のバターを拭き取っている	ある人がトレイの上のバターを広げている	2.5	contradiction
3436	ある人がトレイの上のバターを拭き取っている	ある人がトレイからバターを取り除いている	3.5	entailment
3437	ある人がトレイにバターを塗っている	ある人がトレイの上のバターを広げている	3.0	neutral
3438	ある人がトレイからバターを取り除いている	ある人がトレイにバターを塗っている	2.5	contradiction
3440	ある人がトレイの上のバターを拭き取っている	トレイにバターを塗っている人は一人もいない	3.0	neutral
3443	女性がバレーボールをレシーブしている	女性がネットごしにバレーボールをサーブしている	2.5	neutral
3444	女性が別の女性からバレーボールを渡されている	一人の女性がバレーボールを別の女性に渡している	5.0	entailment
3448	一人の女性がバレーボールを別の女性に渡している	女性がネットごしにバレーボールを投げている	3.0	neutral
3451	一人の男性が斧で丸太をたたき切っている	男性が斧で丸太をたたき切っている	3.5	neutral
3452	男性が斧で丸太をたたき切っている	斧で丸太をたたき切っている男性は一人もいない	4.0	contradiction
3453	男性は斧で木の幹をたたき切っている	男性は斧で木の幹をたたき切っている	5.0	entailment
3454	男性は斧で木の幹をたたき切っていない	男性は斧で木の幹をたたき切っている	4.0	contradiction
3461	ギターを弾いている男性は一人もいない	男性がギターを弾いている	4.0	contradiction
