pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
5806	男性がカヌーを漕いでいる	男性がボートを漕いでいる	3.7	neutral
5904	一人の男性と一人の女性がジープで街路を走行している	一人の男性と一人の女性がオープンカーで道路を走行している	3.0	neutral
5909	女性が材料をボウルに注ぎ込んでいる	シェフはそのオイルに味付けをしている	2.0	neutral
5914	馬がある人に乗られている	ある人が馬に乗っている	5.0	entailment
5920	馬がある人に乗られている	女性がジャガイモを薄切りにしている	1.3	neutral
5924	男性は運動をしていない	男性は運動をしている	4.0	contradiction
5930	男性は運動をしていない	二人の男性が喧嘩をしている	1.3	neutral
5938	野菜が男性により鍋に入れられている	ある人が材料を鍋に注ぎ込んでいる	3.3	neutral
5955	犬がボールを泥の中に置き去りにしている	犬が泥の中でボールを追いかけている	3.0	neutral
6001	水の中で立っている茶色の犬は一匹もいない	金色の毛並みの犬が水の中にいる	2.3	neutral
6005	青いシャツを着た幼い女の子が歩道を歩きながらピンク色の標識を掲げている	ピンク色の標識のそばにいる幼い女の子が、青いシャツを掲げながら歩道を歩いている	3.0	neutral
6042	小さな子供は水の中を歩いていて、別の人に導かれている	幼い子供が水の中でしぶきを上げている	2.0	neutral
6047	一人の男性と一人の女性がベージュ色に塗られた部屋の中にいて、暗い色をしたシャツを着ており、モニターがその後ろにある	男性と女性がベージュ色の部屋にいて暗い色をしたシャツを着ており、モニターがその後ろにある	4.3	entailment
6078	ジーンズをはいている人が馬の鞍の上に嬉しそうに座っている	ジーンズをはいた女性が馬の鞍に座っている	4.0	entailment
6119	茶色と白の犬が野球のボールを口にくわえている	黒と白の犬が野球のボールを口から落としている	2.3	neutral
6131	赤い水着を着ている幼い男の子が青い子供用プールに跳び込んでいる	赤い半ズボンをはいた男の子が子供用プールに跳び込んでいる	3.3	neutral
6146	二人の人が海の中に立っていて、夕暮れをじっと見ている	誰も海の中に立っておらず、夕暮れをじっと見ていない	3.0	contradiction
6153	レースカーのドライバーが立ち上がっていて、手を空に向けている	レースカーのドライバーが座っていて、動かずにいる	3.3	neutral
6158	レースカーのドライバーが立ち上がっていて、猛然と手を空に向けている	青いジャケットを着た人はカラフルなヘルメットを着けている	1.3	neutral
6203	自転車乗りが、あるグループの人々の中で自転車を自分の頭上に持ち上げている	サイクリストがあるグループの人々の頭上にその自転車と一緒に持ち上げられている	2.7	neutral
6213	男性が旗の近くで、夕日の前でボートの上に座っている	男性が旗の近くで、夕日の前でボートの上に立っている	3.7	contradiction
6219	男性が旗の近くで、夕日の前でボートの上に立っている	男性が夕日の前でボートの上にいる	3.7	entailment
6228	ドラッグレースにいる人々が自動車から出ている炎から逃げ出している	群衆は、スタートラインから出発している二台のレーシングカーを見ている	1.3	neutral
6231	二匹の犬が草地の上で一緒に遊んでいる	二匹の犬が草地で一緒に一休みしている	3.7	neutral
6280	黒い色をした犬が草地で走っている	黒い犬が草地で走っている	5.0	entailment
6287	黒い犬が草地で走っていて、その舌が垂れ下がっている	黒い犬が草地で走っている	3.7	entailment
6315	黄色の犬がよく晴れた日に白い雪の上で走っている	黄色の犬が晴れた日に白い雪の上で走っている	5.0	entailment
6330	女の子がジーンズとピンク色のシャツを着ていて、走っている	ピンク色のシャツを着た幼い男の子が砂漠の木の下で走っている	3.0	neutral
6344	白い犬がクリスマスのトナカイのヘッドバンドを着けていて、草地で茶色の犬と遊んでいる	犬の耳を着けた白いトナカイは茶色のトナカイの近くにいる	2.0	neutral
6358	赤い衣装を着た女性はレンガの壁にもたれかかっていて、楽器を演奏している	赤い衣装を着た女性はレンガの壁にもたれかかっておらず、楽器を演奏していない	3.3	contradiction
6394	滝が浅い池の中に流れ込んでいる	その人々は美しい滝のそばの道路を歩いている	1.7	neutral
6396	犬が、ほこりっぽい農場にいる白い羊の群れを散らばらせている	犬が、ほこりっぽい農場にいる白い羊の群れを集めている	3.3	contradiction
6450	小さな男の子が黄色のタンクトップを着ていて、笑っている	笑っている男の子が黄色のタンクの中にいて、トップスを身に着けている	2.3	neutral
6482	その人は白い氷の上に立っていない	ある人が広大な氷氷河の野に立っている	2.7	neutral
6544	アイスホッケーのゴールキーパーは黄色のジャージを着ていて、ゴールを防御している	ゴールを守っている黄色のジャージを着たホッケー選手は一人もいない	3.0	neutral
6568	女性が青いヘルメットを着けていて、駐車場で自転車に乗っている	女性が青い自転車を停めていて、多くの自転車用ヘルメットを着けている	2.7	neutral
6590	幼い女の子が片脚で立っている	若い女の人がダンスをしている	2.7	neutral
6592	幼い女の子が片脚で立っている	幼い女の子がダンスをしている	2.7	neutral
6598	蜂が黄色の花にしがみついている	一房の黄色の花の上に降りている小さい蜂は一匹もいない	2.7	neutral
6625	野原を走り抜けているベージュ色の斑点のある白い犬は一匹もいない	黄褐色の犬がやぶを走り抜けている	1.7	neutral
6634	ハードルが、背中に騎手を乗せている馬により跳び越えられている	馬とその騎手が障害物を跳び越えている	4.3	entailment
6649	二人のティーンエイジャーの女の子があるイベントでおしゃれなドレスを着ている	二人の十代の女の子があるイベントでおしゃれなドレスを着ている	4.7	entailment
6673	教室いっぱいの学生たちがバンブー構造の内部の同じ方向を注意深く見ている	制服を着た学生のグループがクラスの最前列で注意深く聴いている	1.7	neutral
6705	幼少の子供が屋外にいて、屋外の草でいっぱいのエリアにある階段を上っている	幼少の子供が屋外にいて、草で覆われたエリアにある階段を上っている	4.7	entailment
6709	ピンク色のセーターを着た小さな子供がコンクリートの階段を上っている	幼少の子供が屋外にいて、草で覆われたエリアにある階段を上っている	3.3	neutral
6729	オレンジ色の服を着た子供が屋外で雪玉で遊んでいる	雪玉が児童に作られている	3.0	neutral
6740	その人々はレストランの前にあるベンチに座っていない	三人の人が何本かのヤシの木の下にあるベンチに座っている	1.7	neutral
6756	大型の茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	大きな茶色の犬と小さな灰色の犬が岩だらけの地面の上に立っている	4.7	entailment
6764	三人の男の子が川に沿った岩の上で休んでいる	三人の男の子が川に沿った岩の上を歩いている	3.7	neutral
6784	精巧なマスクを着けている黒い服を着た男性は一人もいない	黒い服を着た男性が精巧なマスクを着けている	3.7	contradiction
6849	二人の子供は幼少で、街路でおもちゃの自動車で遊んでいる	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	1.7	neutral
6866	金色の犬が、丈が高い草の野原を走り抜けている	丈が高い緑色の草地を走り抜けている茶色の犬は一匹もいない	3.0	neutral
6912	青と白のユニフォームを着ていて白と青の帽子をかぶった女性は口を開けたままにしていて、同じファッションの服装をしている他の人たちの近くにいる	女性が、白いベストと白い縁なし帽子と一緒に青いシャツを着ていて、しゃべりながら行進している	2.0	neutral
6932	スノーボーダーは雪のマウンドの上で宙返りをしている	誰かがボードに乗って空中にジャンプしている	3.3	neutral
6955	緑色の服を着たブロンドの男の子がブランコに座っている	微笑んでいてブランコに座っているブロンドの髪をした小さな女の子は一人もいない	1.7	neutral
6961	白人の男性が帽子とギター演奏を上演している	白い帽子をかぶった男性がステージでギターを弾いている	2.7	neutral
6971	ダートバイクのレースでジャンプをしている赤いユニフォームを着た男性は一人もいない	赤いユニフォームを着た男性がダートバイクのレースでジャンプをしている	4.0	contradiction
7002	ラグビー選手がお互いにタックルしていない	サッカー選手が自分の対戦相手にタックルされている	2.0	neutral
7007	白い犬が落ち葉の上に立っている	白い犬が落ち葉の上で横たわっている	3.3	neutral
7018	明るい色をした服を着た子供が両腕を外に広げて立っている	明るい色の服を着た子供が両腕を外に広げて立っている	5.0	entailment
7027	男の子と女の子は遊び場で遊んでいない	男の子と女の子は屋外のジムで遊んでいる	3.3	contradiction
7043	モトクロスライダーは裸で立っている	青いジャケット、黒いズボン、そして白いヘルメットを身に着けたバイク乗りがダートを走行していて、人々は見ている	1.3	neutral
7044	青と黒のモトクロスバイクに乗っているライダーはズボンをはいていない	青いジャケット、黒いズボン、そして白いヘルメットを身に着けたバイク乗りがダートを走行していて、人々は見ている	1.3	neutral
7064	芸がローラーブレーダーにより斜面で行われている	ローラーブレーダーが斜面で芸を行っている	5.0	entailment
7088	フットボール選手のグループがフィールドでじっと立っている	群衆はフットボールの試合を観ている	1.7	neutral
7093	そのグループの人々は一緒に立っていて、カメラを見ている	そのグループの人々が一緒に立っていて、カメラを見ている	5.0	entailment
7214	茶色の犬がおもちゃを口にくわえて庭を走り抜けている	おもちゃを口にくわえて庭を走り抜けている茶色の犬は一匹もいない	2.0	contradiction
7228	両膝を曲げ両腕を広げて空中にジャンプしている幼い男の子は一人もいない	緑色のシャツを着た人が草地の上で高くジャンプしている	1.7	neutral
7311	煙草が麦わら帽子をかぶった男性に吸われている	男性が麦わら帽子をかぶっていて、煙草を吸っている	5.0	entailment
7319	男性が袖の長い青いシャツとジーンズを着ていて、街路で自転車に乗っている	男性が青いチェックのシャツを着ていて、街路で一輪車に乗っている	3.3	neutral
7356	何人かの子供たちが公園にある像によじ登っている	二人の子供が像の上で遊んでいる	2.7	neutral
7363	タワーがブロンドの婦人に見られている	女性が都市の景色を見ている	2.7	neutral
7374	男性がその下に雲がある岩山の頂上に立っている	誰かが山の頂上に立っている	3.7	entailment
7394	児童がカメラに微笑みかけていて、水中で泳いでいる	子供がプールの水中で泳いでいる	3.7	entailment
7410	アメリカ人のフットボール選手が赤と白のユニフォームを着ている	フットボール選手が黒い腕章を着けている	2.3	neutral
7445	小さな女の子はブランコに乗っていて、女性は彼女の後ろに立っている	女の子は小さくて、ブランコに乗っていて、女性は後ろに立っている	4.7	entailment
7448	幼少の子供が公園に設置されたブランコに乗って興奮を示している	女の子は小さくて、ブランコに乗っていて、女性は後ろに立っている	3.3	neutral
7464	サーファーがその波に乗っている	男性が水中のサーブボードから落ちている	2.0	neutral
7466	そのグループの人々は薄暗い部屋の中で座っている	そのグループの人々は薄暗い部屋の中で座っている	5.0	entailment
7471	暗い部屋の中にいる一人の男性と二人の女性が、ロウソクの付いたテーブルの席についている	そのグループの人々は薄暗い部屋の中で座っている	3.7	neutral
7475	暗くなった部屋の中にいる一人の男性と二人の女性が、ロウソクの付いたテーブルの席についている	頭の鈍い人々のグループが部屋の中で座っている	2.0	neutral
7477	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビールの瓶の置かれたテーブルの席についている	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビール瓶の置かれたテーブルの席についている	5.0	entailment
7501	女性は赤いジャケットを着ておらず、白のＴシャツを着た男性の前でグラスを持っていない	ある人が赤いジャケットを着ていて、ビールを持っている	2.7	neutral
7533	子供が屋外で遊んでいる誰かをじっと見ていて、他の家族の上に水を噴出させている	男の子が男性の隣にあるホースをつかんでいて、別の男の子が見ている	1.3	neutral
7541	タッチダウンするためにボールを持って走っている紫色のジャージを着たフットボール選手は一人もいない	フットボール選手が、フットボールを運んでいる役員のそばを走り過ぎている	2.3	neutral
7544	フットボール選手が、転がっているフットボールを通り過ぎて役員を運んでいる	紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	1.7	neutral
7546	青いレオタードを着た幼い女の子が空中にジャンプしている	青い色をしたレオタードを着た幼い女の子が空中にジャンプしている	5.0	entailment
7548	青い服を着た幼い女の子は空中にジャンプしている	青い服を着た幼い女の子が地面の上でジャンプしている	4.0	neutral
7582	大勢の男性たちは泥でいっぱいのフィールドでラグビーをしている	何人かの男性がラグビーをしている	3.0	entailment
7590	ある人が、横倒しになっていて別のバイクがそばを疾走している、モトクロス用に設計されたバイクを見ている	バイクライダーは別のバイクライダーの事故を見ている	3.3	neutral
7649	緑色のサッカーのユニフォームを着ていて草地の上で走っている小さな男の子は一人もいない	小さな男の子が緑色のサッカーのユニフォームを着ていて、草地の上で走っている	4.0	contradiction
7667	海辺にいる男性は水際の濡れた砂地で逆立ちをしていない	男性は海辺の水際の濡れた砂地で逆立ちをしている	4.3	contradiction
7677	若い母親が公園で男の子と遊んでいる	幼い男の子が公園で母親と遊んでいる	4.0	neutral
7718	男性がスーパーソーカーを犬の口の中に吹き付けている	スーパーソーカーを犬の口の中に吹き付けている男性は一人もいない	4.0	contradiction
7720	スーパーソーカーを犬の口の中に吹き付けている男性は一人もいない	男性が水鉄砲で白い犬の口の中に水を吹きかけている	3.0	neutral
7726	傘の下の男の子が、青いコートを着ている父親に抱きしめられている	男の子は青いコートを着ていて、傘の下の父親に抱きしめられている	3.7	neutral
7734	傘の下の男の子が、青いコートを着ている父親に抱きしめられている	子供が新しい世界を体験している	1.7	neutral
7743	犬が雪に覆われた海辺で一匹で遊んでいる	犬が雪の吹きだまりに沿って歩いている	2.7	neutral
7772	サーファーが深緑色の水を横切って大きな波に乗っている	サーファーは小さな波に乗っている	3.0	neutral
7795	テニス選手が左の方に突進している	テニス選手が左の方にジャンプしている	3.3	neutral
7820	二匹の犬が水の中で飛沫を飛ばしている何かを見ている	何匹かの犬が小川の中で遊んでいない	1.3	neutral
7877	青いカウボーイハットをかぶった男性が白い馬に乗っている	青い服を着た男性が未舗装の道路で馬に乗っている	3.0	neutral
7889	二匹の白い犬が、一匹の茶色の犬とテニスボールで遊んでいる	二匹の白い犬が、一匹の茶色の犬とボールで遊んでいる	4.3	entailment
7932	ピンク色のジャケットを着た人がフィールドに走り出ている	四人のアスリートが混雑したスタジアムの中である女性と一緒にいる	1.0	neutral
7937	上品な衣服を着た女性が大勢の人々の中にいて、上を見ている	上品な衣服を着た女性が大勢の人々の中にいて、下を見ている	4.0	contradiction
7938	アジア人の女性が毛皮のスカーフをつかんでいる	上品な女性が大勢の人々の中にいて、下を見ている	1.0	neutral
7947	白いＴシャツを着た子供が浅い水の中で飛沫を飛ばしている	男の子が海辺で水の中を走っている	2.0	neutral
7950	女の子が海辺で水の中を走っている	白いＴシャツを着た男の子が浅い水の中で飛沫を飛ばしている	1.3	neutral
7951	白いＴシャツを着た男の子が浅い水の中で飛沫を飛ばしている	男の子が海辺で水の中を走っている	1.7	neutral
7997	子供たちは水着を着ておらず、水が周りに飛び散っている	水着を着た子供たちが水の中で遊んでいる	3.0	neutral
8057	幼い女の子が青い柄の入った水着と黒と黄色の水泳帽を着けていて、頭に青い水泳用ゴーグルをはめている	小さな女の子が青い柄の入った水着と黒と黄色の水泳帽を着けていて、頭に青い水泳用ゴーグルをはめている	4.7	entailment
8122	女性のチアリーダーが男性のチアリーダーの膝の上に座っている	何人かのチアリーダーたちがくつろいでいる	2.3	neutral
8138	女の子は赤い髪と眉毛をしていて、耳にいくつかのピアスを着け、背中に絵柄がある	女の子は赤い髪と眉毛をしていて、耳にいくつかのピアスを着け、背中にタトゥーがある	4.3	neutral
8141	女の子は赤い髪と眉毛をしていて、耳にいくつかのピアスを着け、背中にタトゥーはない	赤い髪と赤い眉毛の女の子が会話の途中だ	1.3	neutral
8163	二人の人がジープを運転していて、一人の婦人がその上に座っている	二人の人がジープを運転していて、一人の女の子がその上に座っている	3.7	neutral
8193	大人たちと子供たちは屋外の座席列の近くに集められていない	大人たちと子供たちは屋外の座席列の近くに集められている	4.0	contradiction
8212	女の子が両頬に色付きのパッチを着けている	女の子があるグループの中に立っていて、黒いシャツとピンクのビーズ飾りを身に着けている	1.7	neutral
8220	二匹の犬が水の中を走っている	二匹の犬が丈の高い草の中を走っている	3.0	neutral
8263	何人かの人々と車両が混雑した街路にいる	何人かの人々と車両がほとんど無人の街路にいる	3.3	contradiction
8313	顔にペイントがされた幼い女の子が何人かの他の子供たちの隣に立っている	児童たちが衣装を着ていて、ゲームをしている	1.7	neutral
8326	二人のbmxバイカーが水域の前のダート斜面でジャンプしている	二人のbmxバイカーが水域の前のダート斜面でジャンプしている	5.0	entailment
8334	男性がスケートボードに乗って芸をしている	ある人がスケートボードに乗って芸をしている	4.3	entailment
8343	モトクロスのユニフォームを着た男性がヘルメットをかぶっていて、赤いオートバイに乗る	モトクロスのユニフォームを着た人がヘルメットをかぶっていて、赤いオートバイに乗る	4.7	entailment
8362	縞模様のシャツを着た男の子が噴水の後ろでジャンプしている	縞模様のシャツを着た男の子が噴水の前でジャンプしている	3.7	neutral
8375	二匹の大きな犬、すなわち明るい色をした犬と暗い色をした犬が、雪の積もった地形の上で眠っている	二匹の犬が雪の積もった草と岩の中を飛び跳ねている	2.7	neutral
8383	青い服を着た女の子が緑色の滑り台を滑り降りている	青い服を着た幼い女の子は滑り台を楽しんでいる	3.7	neutral
8389	白人の男性が大きな都市にあるビルの近くを歩いている	黒人の男性が大きな都市にあるビルの近くを歩いている	3.7	neutral
8461	帽子をかぶっていない男性が地面の上に座っている	後ろ向きの帽子をかぶった男性が地面の上に座っている	3.3	neutral
8471	青いセーターを着た女の子が多色のおもちゃを持っていて、白髪の年を取った男性の肩の上に座っている	青いセーターを着た女の子が多色のおもちゃを持っていて、白髪の男性の肩の上に座っている	4.7	entailment
8500	男性は水の中に進入している	その人は海の中に進入している	3.3	neutral
8505	二人の人が晴れた日に公園のベンチに座っている	二人の人が暑い日に公園のベンチに座っている	3.7	neutral
8548	子供は大きな赤いプールの中の水を跳ね上げている	幼児が青い子供用プールの中で飛沫を上げている	3.3	neutral
8558	灰色の毛の柔らかな犬が草地で横たわっていて、茶色の犬が見つめている	茶色の犬は乾いた草地で横たわっている黒い犬を見つけている	2.7	neutral
8576	黒い犬と小さな白と黒の犬がキッチンの調理台を見上げている	大きな犬と小さな犬が調理台の隣に立っていて、探っている	3.0	neutral
8632	男性がロッククライミングをしておらず、都市と港がその背後にある	男性がロッククライミングをしていて、都市と港がその背後にある	3.7	contradiction
8633	男性がロッククライミングをしていて、小休止していて、ルートを計算している	男性がロッククライミングをしていて、止まっていて、ルートを計算している	4.7	entailment
8658	人々のグループが品評会のスタンドにスタンドに集まっていない	その人々はカーニバルで立っている	1.0	neutral
8660	ローラーブレーダーのグループが街路で一列に並んでいる	ローラーブレーダーのグループが道路で一列に並んでいる	4.3	entailment
8678	スケートボーダーが斜面からジャンプしている	スケートボーダーが斜面から跳躍している	5.0	entailment
8700	黒とオレンジ色の鳥が草地に立っている	くちばしの黄色い黒い鳥は緑の草地に立っている	3.7	neutral
8714	二匹の白い犬が一緒にすばやく走っている	二匹の白い犬が一緒に走っている	4.7	entailment
8727	あるグループの人々がサウンドミキシングテーブルの周りに立っている	何人かの人々が音響機器を見ている	2.7	neutral
8786	女の子が歩道で縄跳びをしている	女の子が街路の近くで縄跳びをしている	4.0	entailment
8792	女の子が立体駐車場の近くの歩道で縄跳びをしている	女の子が街路の近くで縄跳びをしている	3.7	neutral
8806	犬が水域の中で泳いでいる	動物が水域の中で泳いでいる	4.3	entailment
8832	女性がバルコニーの出っ張りに寄りかかっている	男性がバルコニーの出っ張りに寄りかかっている	3.7	neutral
8841	小さな白い犬が芝生を走り抜けている	大きな白い犬が芝生を走り抜けている	3.7	neutral
8855	犬は革ひもにつながれていて、水場の近くを歩いている	革ひもにつながれた黒い犬が水場の中で歩いている	3.0	neutral
8938	オレンジ色の半ズボンをはいた一人の男の子が水域の上の岸壁の崖に立っていて、黒い半ズボンをはいた他の男の子がそこから水の中に跳び込んでいる	二人の男の人が崖っぷちに立っていて、一人が水の中に跳び込んでいる	3.3	entailment
8963	少人数のグループの人々が立っていて、二人がソファに座っている	五人の若い大人のグループが屋内でダラダラ過ごしている	2.3	neutral
8986	ビキニを着た幼い女の子が海辺で飛び跳ねている	水着を着た幼い女の子が海辺で飛び跳ねている	4.7	entailment
9014	ブロンドの児童が滑り台を降りていて、両腕を挙げている	黒髪の児童が滑り台を降りていて、両腕を挙げている	3.3	neutral
9029	二匹の犬が森の中で遊んでいる	茶色の犬が岩の多い海岸で黒い犬を追いかけている	2.3	neutral
9036	白い犬が小石の多い海辺で金色の犬に近づいている	二匹の犬が岩の多い海辺で遊んでいる	2.7	neutral
9056	二人の幼い女の子が帽子をかぶっていて、彼女たちの着色された舌を突き出している	二人の子供が青と緑で着色された舌を突き出している	2.7	neutral
9069	二人の男の子が海辺に近い海の中で横たわっている	二人の男の子が海辺に近い水の中で横たわっている	4.3	entailment
9093	大きな男性がミリタリーアクセサリーの店で座っている	退役軍人が戦争からの様々なものを何人かの人々に見せている	1.7	neutral
9102	青い首輪をした犬が外でボールで遊んでいる	灰色の犬が草地でサッカーボールを頭で跳ね返している	2.7	neutral
9125	インドの服を着て手にヘンナを着けている若い女性が書類作成をしている	女性がカラフルなシャツとたくさんの宝石を身に着けている	1.3	neutral
9132	黒い色をしたジャージを着た男性がジムの中で立っている	黒いジャージを着た男性がジムの中で立っている	4.7	entailment
9136	黒いジャージを着た男性がジムの中で立っている	男性がジムの中に立っていて、ジャージを着ている	3.7	entailment
9169	小さな茶色と白の犬が歩道で走っている	小さな茶色と白の犬が道路で走っている	4.0	entailment
9188	犬が草地の上で回っていて、飛んでいるテニスボールを追いかけている	黄色の犬がボールを追いかけている	3.0	neutral
9198	青いジーンズをはいた女性が石造りの家のそばにいる子供たちのグループの前に立っている	婦人が街路で立っておらず、子供に囲まれていない	1.0	neutral
9200	婦人が街路で立っていて、学童に囲まれている	青いジーンズをはいた男性が石造りの家のそばにいる子供たちのグループの前に立っている	1.3	neutral
9211	男が森の中で空中に飛び跳ねている	男が森林地域で空中に飛び跳ねている	4.3	entailment
9224	犬がボールと一緒に走っている	黒い犬が青と白のボールを口にくわえて運んでいる	2.3	neutral
9242	青い服を着た男性は車両の隣で写真のためにポーズをとっている	男性が、ドアとトランクが開いているクラシックなアメリカ製の自動車の運転席で立っている	2.3	neutral
9287	男性がスキーで丘を滑り降りていて、赤い障害物を跳び越えている	男性が雪の中のレールをスノーボードで滑り降りている	2.3	neutral
9303	スケートボーダーは空中にジャンプしている	スケートボーダーが空中にジャンプしている	5.0	entailment
9314	スノーボーダーが長いコンクリートのレールをきしませながら降りている	ある人がスノーボードに乗ってアクロバットをしている	2.7	neutral
9336	あるグループの人々が街路を歩いていて、緑色の帽子をかぶった人が電話をしている	四人の人が街の歩道に沿って歩いていて、そのうちの緑色の帽子をかぶった一人が誰かと電話している	3.3	neutral
9359	サーファーが大きな波でサーフィンをしている	サーファーが巨大な波でサーフィンをしている	4.3	neutral
9371	赤いフード付きジャケットと黒いリュックサックを身に着けている人が岸壁の近くを歩いている	赤いジャケットとカーキ色のズボンを着た男性がヨーロッパのある国を歩いて通過している	2.0	neutral
9380	選手たちはサッカーボールを奪うための駆け引きを行っている	緑色の服を着た男性がサッカーボールを蹴っていて、紫色と白の服を着た男性が起き上がっている	2.7	neutral
9401	革のチャップスと紫色のシャツを着ている男性は何人かの見物人の前に立っている	男性が紫色のシャツと黒革のチャップスを着ていて、カメラに向かってポーズをとっている	3.0	neutral
9424	犬が砂だらけのエリアにいて、かき回された砂が空中に飛び散っていて、いくつかの植物がその背後にある	犬が、空中に吹き飛ばされている砂の中にいる	3.0	entailment
9425	犬が風で吹き飛ばされている砂の中にいない	犬が砂だらけのエリアにいて、かき回された砂が空中に飛び散っていて、いくつかの植物がその背後にある	2.7	contradiction
9433	黒と白の犬は緑の庭で走っている	黒と白の犬が屋外で走っている	4.0	neutral
9452	犬が田舎で空中にジャンプしている	犬が何本かの木の陰でジャンプしている	2.7	neutral
9453	犬が何本かの木の陰でジャンプしている	猫が田舎で空中に高くジャンプしている	2.3	neutral
9490	四匹の茶色の犬の群れが茶色の草の野原で遊んでいる	四匹の犬が草の多いエリアで遊んでいない	2.7	contradiction
9500	大きな茶色と白の斑点のある犬が街路上にあるジャケットの上に横たわっている	犬は公園でうたた寝をしている	2.0	neutral
9545	黄色のスポーツバイクに乗った男性が後輪走行をしていて、黒いバイクに乗った仲間が追い上げている	オレンジ色の服を着たライダーがオートバイの後輪走行をしている	1.7	neutral
9571	高齢の男性がベンチに座っていて、灰色のジャケットと黒いズボンを着ている	高齢の男性がベンチに座っている	3.7	entailment
9584	女性はその画家の画架の隣で絵筆を持っている	婦人はその画家の画架の隣で絵筆を持っている	4.0	neutral
9623	男性が青いシャツを着ていて、テニスコートの上を裸足で歩いている	女性が青いシャツを着ていて、テニスコートの上を裸足で歩いている	3.7	neutral
9669	幼い女の子は噴水の縁の上で遊んでいて、年を取った女性が彼女を見守っている	幼い女の子が噴水の縁の上で遊んでいて、年を取った女性が彼女を見守っている	5.0	entailment
9677	幼い女の子が噴水の縁の上で遊んでいて、年を取った女性が彼女を見守っている	幼い女の子と黄色のシャツを着た女性が都市の噴水のそばで水をはねかけられている	2.7	neutral
9706	大きな枝を持った黒と白の犬が野原で立っている	大きな枝を持った黒と白の犬が野原で走っている	3.3	neutral
9713	黒と白の犬が緑の草地の上で巨大な棒を運んでいる	大きな枝を持った黒と白の犬が野原で走っている	3.0	neutral
9722	男の子が砂地を走り抜けている	縞模様のシャツを着た男の子が砂の丘の上で裸足で走っている	2.7	neutral
9745	二人の幼い男の子がカメラを見上げていて、一人が舌を突き出している	小さな男の子はカメラに向かって舌を突き出していて、別の男の子が傍観している	3.3	neutral
9747	小さな男の子がカメラに向かって舌を突き出していて、別の男の子が傍観している	二人の子供がカメラを見上げていて、一人が舌を突き出している	3.3	neutral
9759	笑っている子供が水鉄砲を持っており、水を吹きかけられている	青いジャケットを着た人が高いセメントの壁に跳び乗っている	1.0	neutral
9763	ある人がいくつかのキノコを薄切りにしている	その象はその女性に乗られている	1.0	neutral
9771	二人の幼少の子供が街路でおもちゃの自動車で遊んでいる	犬が野原を走り抜けていて、おもちゃを追いかけている	1.0	neutral
9788	男性がエレキギターを弾いている	あるグループの人々が飲み物をつかんで、カメラを指さしている	1.0	neutral
9789	金色と紫色の服を着た女の子がレインボーアフガンをつかんでいる	男性がやぶの中でしゃがんでいて、写真を撮っている	1.0	neutral
9822	二人の人が一台のバイクに乗っている	練習をしているジャンパーがある人のスノーボードを空中に放り投げている	1.0	neutral
9838	いくつかの楽器がバンドに演奏されている	若いトップレスの女性がペイントで覆われている	1.3	neutral
9843	家族が自動販売機で何かを買っている	スーツを着た男性がマイクのところに立っていて、歌っている	1.0	neutral
9869	バイクが猿の上方で乗られている	ある人がダートバイクに乗ってダートヒルを下りている	1.0	neutral
9880	バイク乗りがフェンスから走り去っている	男性が道路でダンスをしている	1.0	neutral
9931	女性がエレキギターを弾いている	子供がギターを弾いている	3.0	neutral
9963	その動物は草原で草を食べている	警官は警察のバイクに跨がっている	1.0	neutral
9975	その犬はいくつかの水の滴に食いついている	あるバンドの女の子が楽器を演奏している	1.0	neutral
9988	若い男性がモトクロスバイクを押してダートヒルから下ろしている	犬がテニスボールの後を追って泳いでいる	1.0	neutral
